,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
624,Saint-Esteve,97,FR,1579841310,93,42.71,2.84,41.61,2.24
626,Ibra,0,OM,1579841237,61,22.69,58.53,67.24,2.3
627,Alekseyevsk,88,RU,1579841311,92,57.84,108.35,4.98,6.24
628,Turan,20,VN,1579841015,62,16.07,108.22,84.2,4.7
629,Atasu,100,KZ,1579841111,76,48.68,71.64,28.62,14.9
631,Weligama,0,LK,1579841313,52,5.97,80.42,90.0,9.62
632,Tamale,35,GH,1579841313,12,9.4,-0.84,72.55,10.78
633,Gboko,53,NG,1579841313,18,7.32,9.0,68.41,10.13
637,Talbahat,0,IN,1579841315,27,25.05,78.43,66.54,8.32
638,Muros,100,ES,1579841160,100,42.78,-9.06,42.24,2.42
