,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
406,Vetluga,100,RU,1579841232,93,57.86,45.78,15.1,6.93
407,Kottingbrunn,75,AT,1579841233,92,47.95,16.24,28.92,10.29
408,Kiama,90,AU,1579841233,65,-34.68,150.87,76.08,14.99
410,Assiut,0,EG,1579841234,76,27.18,31.18,45.05,10.36
412,Spornoye,75,RU,1579841234,73,50.84,37.29,19.4,8.95
413,Ballina,96,AU,1579841235,66,-28.87,153.57,92.1,17.22
414,Lavrentiya,14,RU,1579840995,82,65.58,-171.0,-16.94,2.33
415,Shache,9,CN,1579841235,80,38.42,77.24,34.0,7.02
416,Maku,99,IR,1579841236,81,39.29,44.45,20.62,3.62
418,Umm Kaddadah,18,SD,1579841236,24,13.6,26.69,50.45,17.56
419,Portree,100,GB,1579840947,89,57.41,-6.19,43.36,3.0
420,Madera,1,US,1579841237,100,37.17,-119.83,50.72,5.77
421,Suhbaatar,0,MN,1579841238,79,50.23,106.21,2.39,3.74
422,Half Moon Bay,75,US,1579841238,93,37.46,-122.43,52.65,3.36
423,Ulladulla,90,AU,1579841238,65,-35.35,150.47,78.69,14.99
425,Emilio Carranza,100,MX,1579841239,83,19.97,-96.61,70.05,7.38
426,Anajatuba,99,BR,1579841239,98,-3.26,-44.62,73.54,2.26
427,Mae Sai,26,TH,1579841240,25,20.43,99.88,80.85,3.38
428,Xining,100,CN,1579841240,54,36.62,101.77,25.32,2.17
429,Shevchenkove,1,UA,1579841240,73,49.7,37.17,21.2,6.71
430,Antalaha,100,MG,1579841241,74,-14.9,50.28,82.35,3.29
431,Domoni,76,KM,1579841241,72,-12.26,44.53,83.71,12.62
433,Moron,1,AR,1579841242,94,-34.65,-58.62,75.54,3.36
434,Port Alberni,90,CA,1579841242,100,49.24,-124.8,47.25,6.93
436,Longyearbyen,20,SJ,1579841028,71,78.22,15.64,5.0,46.08
437,Celestun,83,MX,1579841243,77,20.87,-90.4,71.65,15.55
438,Ahipara,4,NZ,1579841115,86,-35.17,173.17,69.82,10.4
439,Zonguldak,100,TR,1579841244,96,41.25,31.83,24.89,2.55
441,Chokurdakh,5,RU,1579841009,92,70.63,147.92,-33.43,7.05
443,Ivaipora,40,BR,1579841165,82,-24.25,-51.68,63.19,6.31
444,Namatanai,6,PG,1579841092,72,-3.67,152.43,85.26,12.37
445,Lexington,90,US,1579840996,93,37.99,-84.48,40.87,3.36
446,Butembo,100,CD,1579841246,40,0.15,29.28,72.05,1.92
447,Washington,90,US,1579841182,93,47.5,-120.5,33.94,0.54
448,Kaeo,3,NZ,1579841100,59,-35.1,173.78,78.08,7.0
449,Tsimmerbude,90,RU,1579841247,93,54.67,20.13,41.0,20.13
450,Jining,100,CN,1579841248,44,35.41,116.58,46.8,8.97
451,Qandala,98,SO,1579841248,77,11.47,49.87,75.52,3.69
452,Lazarev,100,RU,1579841248,92,52.23,141.51,0.32,13.73
453,Lorengau,3,PG,1579840987,69,-2.02,147.27,84.33,8.48
454,Mporokoso,100,ZM,1579841249,97,-9.37,30.12,64.89,5.32
455,Kilindoni,99,TZ,1579841249,81,-7.91,39.67,81.0,3.87
456,Ternate,28,ID,1579841250,69,0.8,127.4,83.82,7.16
457,Carlton,90,US,1579841250,100,45.29,-123.18,51.26,4.7
458,Mingguang,100,CN,1579841250,67,32.78,117.96,48.56,13.56
459,Thinadhoo,21,MV,1579841154,79,0.53,72.93,84.15,14.09
460,Cartagena del Chaira,100,CO,1579841251,95,1.33,-74.84,73.42,2.17
461,Syracuse,75,IT,1579841252,100,37.09,15.28,46.54,4.7
463,Vostok,100,RU,1579841252,96,46.49,135.88,-5.44,16.31
465,Abengourou,5,CI,1579841253,99,6.73,-3.5,71.24,0.38
466,Nelson Bay,40,AU,1579841253,65,-32.72,152.15,81.27,17.22
467,Santa Isabel do Rio Negro,3,BR,1579841254,89,-0.41,-65.02,74.52,0.89
468,Dubreka,83,GN,1579841254,54,9.79,-13.52,72.36,4.32
469,Upernavik,0,GL,1579840928,59,72.79,-56.15,-9.0,5.32
470,Anchorage,1,US,1579840994,84,61.22,-149.9,-0.06,1.39
471,Kahului,40,US,1579840961,69,20.89,-156.47,72.32,4.7
472,Nantucket,1,US,1579841256,93,41.28,-70.1,34.18,7.94
473,Sao Francisco de Assis,0,BR,1579841257,93,-29.55,-55.13,62.8,8.59
474,Taltal,10,CL,1579841085,81,-25.4,-70.48,66.54,3.58
475,Faya,75,SA,1579840985,93,18.39,42.45,50.0,9.17
476,Fernie,75,CA,1579841258,100,49.5,-115.07,32.52,4.97
477,Sayyan,84,YE,1579841258,68,15.17,44.32,55.4,2.57
478,Sabang,56,ID,1579841258,77,5.89,95.32,82.89,18.52
479,Davila,20,PH,1579841259,62,18.47,120.58,84.2,4.7
481,Ambilobe,100,MG,1579841063,85,-13.2,49.05,81.01,9.93
482,Varzelandia,100,BR,1579841260,99,-15.7,-44.03,67.71,8.16
483,Santa Maria,0,BR,1579841078,98,-29.68,-53.81,60.67,5.01
484,Kazanskaya,91,RU,1579841261,88,45.41,40.44,28.04,13.87
485,Beloha,3,MG,1579841119,52,-25.17,45.05,79.72,13.71
486,Koyelga,55,RU,1579841261,83,54.65,60.9,13.32,7.7
487,Kawambwa,100,ZM,1579841262,94,-9.79,29.08,68.23,4.09
488,Sibolga,66,ID,1579841123,47,1.74,98.78,91.9,2.46
490,Cartagena,20,CO,1579840993,88,10.4,-75.51,78.8,5.82
491,Taebla,90,EE,1579841263,93,58.95,23.74,40.87,8.05
492,Alta Floresta,100,BR,1579841263,99,-9.88,-56.09,71.04,3.8
493,Joshimath,0,IN,1579841264,36,30.57,79.57,44.64,3.42
494,Honningsvag,75,NO,1579841078,79,70.98,25.97,21.2,17.22
495,Challapata,100,BO,1579841264,76,-18.9,-66.77,52.39,8.25
496,Talgar,2,KZ,1579841265,92,43.3,77.24,21.2,4.47
497,Juneau,90,US,1579841098,86,58.3,-134.42,38.44,17.22
498,Skibbereen,90,IE,1579841101,100,51.55,-9.27,41.0,4.7
499,Erzin,0,TR,1579841266,33,36.96,36.2,43.36,24.16
501,Yershichi,100,RU,1579841266,93,53.67,32.75,29.16,12.35
502,Borisoglebskiy,100,RU,1579841267,85,57.26,39.15,15.8,6.71
503,Airai,54,TL,1579841054,76,-8.93,125.41,76.51,2.64
504,Nome,1,US,1579841122,63,64.5,-165.41,-7.71,4.7
505,Rybinsk,100,RU,1579841268,93,58.04,38.84,24.31,12.17
507,Muli,100,MV,1579841269,84,2.92,73.57,82.56,18.05
508,Simbahan,12,PH,1579841269,82,6.3,120.58,81.48,12.91
509,Mabaruma,19,GY,1579841115,99,8.2,-59.78,68.05,1.72
510,Igarka,100,RU,1579841119,90,67.47,86.58,2.05,15.26
511,Kluang,40,MY,1579841270,66,2.03,103.33,87.42,10.29
512,Turukhansk,100,RU,1579841270,88,65.82,87.98,6.22,14.72
513,Kamina,100,CD,1579841271,92,-8.74,24.99,69.53,0.38
514,Metro,99,ID,1579841196,68,-5.11,105.31,88.41,8.72
515,Dongning,0,CN,1579841271,58,44.06,131.12,11.88,12.64
516,Leninogorsk,97,RU,1579841272,98,54.6,52.46,6.96,8.16
517,Pisco,90,PE,1579841009,78,-13.7,-76.22,76.1,2.24
519,Scarborough,69,GB,1579841273,87,54.28,-0.4,40.96,4.7
520,Bayir,0,TR,1579841273,35,37.27,28.22,41.0,13.87
521,Quirinopolis,71,BR,1579841273,96,-18.45,-50.45,69.8,6.62
522,Deputatsky,43,RU,1579841103,97,69.3,139.9,-33.68,2.53
524,Amarante do Maranhao,89,BR,1579841275,98,-5.57,-46.74,70.29,2.91
525,Te Anau,99,NZ,1579841275,80,-45.42,167.72,61.99,6.64
526,Santa Vitoria do Palmar,0,BR,1579841197,86,-33.52,-53.37,66.49,6.35
527,Juan de Ayolas,0,PY,1579841276,75,-27.4,-56.9,69.91,7.27
528,Kayes,100,ML,1579841276,22,14.0,-11.0,79.92,5.55
529,Mangai,99,CD,1579841276,72,-4.05,19.53,73.94,0.4
530,Cabo San Lucas,20,MX,1579841277,82,22.89,-109.91,65.05,6.93
531,Lianzhou,95,CN,1579841277,80,24.78,112.38,54.09,5.64
532,La Reforma,5,MX,1579841277,100,25.08,-108.05,60.85,6.08
533,Lucapa,100,AO,1579841278,93,-8.42,20.74,69.64,2.01
534,Necochea,70,AR,1579841056,74,-38.55,-58.74,74.55,7.0
535,Yumen,42,CN,1579841279,51,40.28,97.2,25.59,4.29
537,Maragogi,100,BR,1579840980,80,-9.01,-35.22,81.34,13.09
538,Freetown,40,SL,1579841280,78,8.48,-13.23,77.0,9.17
539,Tinyahuarco,95,PE,1579841280,96,-10.75,-76.3,35.51,4.21
540,Tilichiki,100,RU,1579841202,96,60.47,166.1,-15.03,13.71
541,Qasigiannguit,100,GL,1579841067,60,68.82,-51.19,10.4,12.75
542,Yeppoon,75,AU,1579841113,88,-23.13,150.73,80.6,2.24
543,Kirakira,44,SB,1579841013,83,-10.45,161.92,80.13,4.92
544,Monforte de Lemos,63,ES,1579841282,88,42.52,-7.51,36.43,5.01
545,Den Helder,90,NL,1579841282,100,52.96,4.76,37.31,11.41
546,Talaya,100,RU,1579841012,100,61.38,152.75,-34.69,1.66
547,Cururupu,100,BR,1579841283,98,-1.83,-44.87,74.26,1.48
548,Kitimat,90,CA,1579841120,93,54.05,-128.65,33.82,2.24
549,Yar-Sale,97,RU,1579841041,96,66.83,70.83,7.3,7.38
550,Alpena,90,US,1579841284,80,45.06,-83.43,33.6,6.93
551,Bonito,37,BR,1579841284,94,-21.12,-56.48,69.26,5.77
552,Russell,90,US,1579840935,93,32.35,-85.2,48.97,4.7
553,Young,0,UY,1579841285,67,-32.68,-57.63,73.99,1.01
554,Adet,28,ET,1579841285,42,11.26,37.49,63.79,3.8
555,Greece,1,US,1579841286,74,43.21,-77.69,30.78,2.1
556,Nsanje,39,MW,1579841286,91,-16.92,35.26,75.02,3.8
557,Shahgarh,1,IN,1579841287,28,24.32,79.13,66.97,7.81
558,Lagunas,100,PE,1579841287,96,-5.23,-75.68,75.11,1.7
559,Key West,1,US,1579841152,88,24.56,-81.78,66.15,5.82
560,Dondo,70,MZ,1579841288,83,-19.61,34.74,77.65,4.45
561,Sitka,90,US,1579841043,93,57.05,-135.33,36.72,3.36
563,Dicabisagan,69,PH,1579841289,83,17.08,122.42,77.54,8.39
564,Kabalo,99,CD,1579841289,94,-6.05,26.92,72.9,2.59
565,Doctor Juan Leon Mallorquin,6,PY,1579841290,96,-25.4,-55.27,64.35,3.22
566,Hay River,90,CA,1579841290,85,60.82,-115.8,14.0,12.75
567,Sampit,91,ID,1579841290,52,-2.53,112.95,94.17,0.47
568,Chernoyerkovskaya,75,RU,1579841291,63,45.43,37.77,32.0,6.71
569,Tias,0,ES,1579841291,76,28.96,-13.64,56.19,6.93
570,Maniitsoq,100,GL,1579841024,79,65.42,-52.9,22.17,37.36
571,Mahibadhoo,80,MV,1579841292,83,3.78,72.97,82.85,21.85
572,Nizhneudinsk,100,RU,1579841292,84,54.91,99.03,22.3,4.34
573,Ola,0,RU,1579841158,71,59.58,151.28,-17.79,6.96
574,Stromness,100,GB,1579841293,81,58.97,-3.3,41.97,13.87
575,Morant Bay,20,JM,1579841293,73,17.88,-76.41,68.58,10.29
577,Stephenville,1,US,1579841294,61,32.22,-98.2,42.28,3.36
578,Kurilsk,99,RU,1579841294,86,45.23,147.88,25.99,30.18
579,Machado,100,BR,1579841294,99,-21.67,-45.92,66.24,1.39
580,Smoky Lake,97,CA,1579841295,93,54.12,-112.47,19.99,1.99
581,Arica,90,CL,1579841295,83,-18.48,-70.3,71.76,4.7
582,Shimoda,75,JP,1579840987,82,34.67,138.95,54.99,9.17
583,Douentza,84,ML,1579841296,16,15.0,-2.95,63.73,3.6
584,Arrondissement de Bayonne,100,FR,1579841296,76,43.33,-1.42,47.93,3.36
585,Ketchikan,90,US,1579841047,93,55.34,-131.65,45.46,23.04
586,Presidencia Roque Saenz Pena,0,AR,1579841297,81,-26.79,-60.44,69.13,3.94
587,Nacala,100,MZ,1579841297,79,-14.54,40.67,78.78,8.1
588,Maple Creek,64,CA,1579841298,77,49.92,-109.48,32.18,17.34
589,Camiri,94,BO,1579841298,67,-20.05,-63.52,68.41,2.21
590,Mali,99,GN,1579841298,22,12.08,-12.3,77.38,6.33
591,Susanville,75,US,1579841270,99,40.42,-120.65,36.0,3.02
592,Rieti,0,IT,1579841299,88,42.41,12.86,36.32,2.64
593,Portobelo,40,PA,1579841014,83,9.55,-79.65,76.78,2.24
594,Maningrida,100,AU,1579841300,83,-12.07,134.27,82.99,17.49
595,Bathsheba,75,BB,1579841078,88,13.22,-59.52,77.0,18.34
596,Chake Chake,100,TZ,1579841300,87,-5.25,39.77,82.35,14.09
597,Mwinilunga,100,ZM,1579841301,96,-11.74,24.43,64.45,5.1
598,Inverness,75,GB,1579841014,87,57.48,-4.22,44.19,13.87
599,Harper,45,LR,1579840920,96,4.38,-7.72,76.37,3.11
600,Hervey Bay,90,AU,1579841131,70,-25.3,152.85,83.61,14.99
601,Kloulklubed,75,PW,1579841048,79,7.04,134.26,84.2,12.75
602,Impfondo,35,CG,1579841302,35,1.64,18.07,68.18,3.78
603,Jiangyou,100,CN,1579841303,70,31.77,104.72,41.58,2.55
604,Avanuorri,75,NO,1579841303,92,71.0,24.66,28.38,19.46
605,Natchitoches,1,US,1579841304,100,31.77,-93.13,42.71,3.98
606,Acari,98,PE,1579841288,88,-15.43,-74.62,67.1,2.75
607,Itarema,100,BR,1579841304,95,-2.92,-39.92,75.25,3.51
608,Kranuan,66,TH,1579841305,28,16.71,103.08,96.15,8.99
610,Sinegorskiy,50,RU,1579841305,75,48.01,40.84,24.04,11.16
612,Mana,71,GF,1579841306,98,5.66,-53.78,68.22,1.81
613,Marawi,63,PH,1579841107,87,8.0,124.29,81.0,8.99
614,La Baule-Escoublac,40,FR,1579841307,73,47.29,-2.36,33.93,6.93
615,Zhezkazgan,90,KZ,1579841307,92,47.8,67.71,15.8,4.47
616,Klaksvik,79,FO,1579841086,74,62.23,-6.59,37.4,29.97
617,Perth,0,AU,1579841029,29,-31.93,115.83,88.9,5.82
619,Arima,20,TT,1579841308,88,10.63,-61.28,73.42,7.99
620,Vanimo,84,PG,1579841068,72,-2.67,141.3,84.0,8.77
621,Margate,75,GB,1579840845,100,51.38,1.39,42.35,1.95
622,Buchanan,20,LR,1579841012,94,5.88,-10.05,77.0,2.55
623,Sorong,35,ID,1579841310,56,-0.88,131.25,89.33,5.77
624,Saint-Esteve,97,FR,1579841310,93,42.71,2.84,41.61,2.24
625,Departamento de Maldonado,0,UY,1579841310,73,-34.67,-54.92,69.8,11.41
626,Ibra,0,OM,1579841237,61,22.69,58.53,67.24,2.3
627,Alekseyevsk,88,RU,1579841311,92,57.84,108.35,4.98,6.24
628,Turan,20,VN,1579841015,62,16.07,108.22,84.2,4.7
629,Atasu,100,KZ,1579841111,76,48.68,71.64,28.62,14.9
630,Luwuk,0,ID,1579841312,79,-0.95,122.79,82.85,15.86
631,Weligama,0,LK,1579841313,52,5.97,80.42,90.0,9.62
632,Tamale,35,GH,1579841313,12,9.4,-0.84,72.55,10.78
633,Gboko,53,NG,1579841313,18,7.32,9.0,68.41,10.13
634,Gilbues,100,BR,1579841314,98,-9.83,-45.34,69.17,2.24
635,Koungou,93,YT,1579841314,88,-12.73,45.2,82.4,13.87
636,Curuguaty,8,PY,1579841314,96,-24.47,-55.69,64.31,2.01
637,Talbahat,0,IN,1579841315,27,25.05,78.43,66.54,8.32
638,Muros,100,ES,1579841160,100,42.78,-9.06,42.24,2.42
639,Mazagao,36,BR,1579841315,100,-0.12,-51.29,77.0,4.7
